# Simulation 1 (Up to date)
# 1083 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (23.4 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
26.401,3305.1,-9.8375,2.3141,0.072017
26.451,3306.2,-9.8266,2.2155,0.071031
26.501,3307.2,-9.8175,2.1439,0.069952
26.551,3308.2,-9.8094,2.0842,0.068833
26.601,3309.2,-9.8036,2.0479,0.067596
26.651,3310.2,-9.7966,2.0014,0.066425
26.701,3311.1,-9.7902,1.9602,0.065232
26.751,3312.1,-9.7837,1.9184,0.06405
26.801,3313,-9.7763,1.8706,0.062921
26.851,3313.8,-9.7739,1.8586,0.061543
26.901,3314.7,-9.77,1.8352,0.060243
26.951,3315.5,-9.7599,1.7694,0.059269
27.001,3316.3,-9.755,1.7386,0.058035
27.051,3317.1,-9.7536,1.7289,0.056623
27.101,3317.9,-9.7532,1.7241,0.055163
27.151,3318.6,-9.7489,1.6936,0.05391
27.201,3319.3,-9.745,1.6651,0.052638
27.251,3320,-9.7368,1.6118,0.051594
27.301,3320.6,-9.732,1.5774,0.05038
27.351,3321.3,-9.7211,1.5134,0.049487
27.401,3321.9,-9.7176,1.4854,0.048214
27.451,3322.5,-9.7159,1.464,0.046854
27.501,3323,-9.7108,1.4276,0.045665
27.551,3323.5,-9.7021,1.3773,0.044664
27.601,3324.1,-9.6853,1.3033,0.044062
27.651,3324.5,-9.6799,1.2688,0.042895
27.701,3325,-9.6631,1.2058,0.042268
27.751,3325.4,-9.6436,1.1441,0.041748
27.801,3325.9,-9.6366,1.1105,0.040664
27.851,3326.2,-9.6106,1.0464,0.040471
27.901,3326.6,-9.6106,1.0221,0.039199
27.951,3327,-9.6034,0.98693,0.03829
28.001,3327.3,-9.5881,0.94377,0.037774
28.051,3327.6,-9.5738,0.90569,0.037194
28.101,3327.8,-9.5689,0.87809,0.036169
28.151,3328.1,-9.5441,0.8377,0.03606
28.201,3328.3,-9.5422,0.81458,0.034897
28.251,3328.5,-9.5265,0.78512,0.03436
28.301,3328.7,-9.5088,0.75745,0.033905
28.351,3328.8,-9.4837,0.73054,0.03376
28.401,3329,-9.4787,0.71074,0.032756
28.451,3329.1,-9.4486,0.68841,0.032808
28.501,3329.1,-9.4304,0.67046,0.032359
28.551,3329.2,-9.4098,0.65451,0.032004
28.601,3329.2,-9.3925,0.64082,0.031526
28.651,3329.2,-9.5734,1.4395,0.031535
28.701,3329.2,-9.5649,1.4476,0.031308
28.751,3329.2,-9.5543,1.4531,0.031178
28.801,3329.1,-9.5397,1.4512,0.031222
28.851,3329,-9.5241,1.4501,0.031301
28.901,3328.9,-9.5072,1.4491,0.031422
28.951,3328.8,-9.4736,1.4152,0.032096
29.001,3328.6,-9.4485,1.4045,0.032438
29.051,3328.5,-9.4181,1.3878,0.032903
29.101,3328.2,-9.3809,1.3634,0.033512
29.151,3328,-9.3481,1.3516,0.033956
29.201,3327.8,-9.2991,1.3187,0.034739
29.251,3327.5,-9.238,1.2757,0.035698
29.301,3327.2,-9.1841,1.2495,0.036423
29.351,3326.9,-9.1458,1.2468,0.036811
29.401,3326.5,-9.0809,1.2169,0.037629
29.451,3326.2,-9.0248,1.2019,0.038244
29.501,3325.8,-8.9567,1.1788,0.038996
29.551,3325.4,-8.8741,1.1472,0.039891
29.601,3324.9,-8.808,1.1352,0.040513
29.651,3324.5,-8.7153,1.1053,0.041417
29.763,3323.4,-7.8732,NaN,0.042309
29.825,3322.7,-7.75,NaN,0.042902
29.889,3322,-7.6105,NaN,0.043771
29.953,3321.3,-7.4696,NaN,0.044593
30.019,3320.5,-7.3341,NaN,0.045252
30.086,3319.7,-7.189,NaN,0.046029
30.154,3318.8,-7.0284,NaN,0.047013
30.224,3317.9,-6.871,NaN,0.047876
30.295,3316.9,-6.7194,NaN,0.048589
30.368,3315.8,-6.5447,NaN,0.049606
30.443,3314.7,-6.3536,NaN,0.050804
30.52,3313.5,-6.1716,NaN,0.051803
30.598,3312.3,-5.982,NaN,0.05285
30.68,3311,-5.7972,NaN,0.053776
30.763,3309.6,-5.6149,NaN,0.054619
30.85,3308.1,-5.4073,NaN,0.055738
30.939,3306.5,-5.2114,NaN,0.056659
31.032,3304.9,-5.0009,NaN,0.05771
31.128,3303.1,-4.7949,NaN,0.05866
31.229,3301.1,-4.5704,NaN,0.059777
31.334,3299.1,-4.341,NaN,0.060904
31.444,3296.9,-4.1158,NaN,0.061942
31.56,3294.5,-3.8692,NaN,0.063167
31.682,3292,-3.6298,NaN,0.06428
31.811,3289.3,-3.393,NaN,0.065333
31.948,3286.3,-3.1637,NaN,0.066279
32.096,3283,-2.9338,NaN,0.067196
32.256,3279.4,-2.6821,NaN,0.068288
32.426,3275.5,-2.413,NaN,0.069518
32.608,3271.2,-2.137,NaN,0.070808
32.807,3266.5,-1.9077,NaN,0.071697
33.026,3261.2,-1.6705,NaN,0.072647
33.271,3255.2,-1.4479,NaN,0.073479
33.559,3248,-1.2362,NaN,0.074213
33.912,3239.1,-1.017,NaN,0.074978
34.308,3229,-0.75599,NaN,0.076045
34.806,3216.1,-0.55331,NaN,0.076764
35.306,3203.1,-0.35704,NaN,0.077458
35.806,3190,-0.2248,NaN,0.0779
36.306,3176.9,-0.14059,NaN,0.078141
36.806,3163.7,-0.073213,NaN,0.078368
37.306,3150.5,-0.038009,NaN,0.078434
37.806,3137.3,-0.015304,NaN,0.078451
38.306,3124.1,0.0010788,NaN,0.07845
38.806,3110.9,0.010875,NaN,0.078422
39.306,3097.7,0.016329,NaN,0.078373
39.806,3084.5,0.021956,NaN,0.078334
40.306,3071.3,0.02606,NaN,0.078291
40.806,3058.1,0.027054,NaN,0.07823
41.306,3045,0.028816,NaN,0.078177
41.806,3031.8,0.029896,NaN,0.078122
42.306,3018.6,0.029637,NaN,0.078057
42.806,3005.5,0.030012,NaN,0.077998
43.306,2992.3,0.030207,NaN,0.077938
43.806,2979.2,0.031549,NaN,0.077885
44.306,2966.1,0.030967,NaN,0.077816
44.806,2953,0.031536,NaN,0.077756
45.306,2939.8,0.031609,NaN,0.077693
45.806,2926.7,0.031729,NaN,0.077631
46.306,2913.6,0.0318,NaN,0.077569
46.806,2900.6,0.032514,NaN,0.077512
47.306,2887.5,0.031907,NaN,0.077447
47.806,2874.4,0.031323,NaN,0.077381
48.306,2861.3,0.031734,NaN,0.077322
48.806,2848.3,0.031232,NaN,0.077257
49.306,2835.2,0.031289,NaN,0.077196
49.806,2822.2,0.031344,NaN,0.077136
50.306,2809.2,0.031961,NaN,0.07708
50.806,2796.1,0.030755,NaN,0.077012
51.306,2783.1,0.030757,NaN,0.076951
51.806,2770.1,0.032773,NaN,0.076906
52.306,2757.1,0.030156,NaN,0.076829
52.806,2744.1,0.030288,NaN,0.076769
53.306,2731.1,0.030958,NaN,0.076714
53.806,2718.2,0.030146,NaN,0.076649
54.306,2705.2,0.030065,NaN,0.076589
54.806,2692.2,0.030073,NaN,0.076529
55.306,2679.3,0.030227,NaN,0.076471
55.806,2666.3,0.030036,NaN,0.076411
56.306,2653.4,0.029962,NaN,0.076352
56.806,2640.4,0.029985,NaN,0.076294
57.306,2627.5,0.029815,NaN,0.076234
57.806,2614.6,0.029743,NaN,0.076176
58.306,2601.7,0.029875,NaN,0.076119
58.806,2588.8,0.030244,NaN,0.076064
59.306,2575.9,0.029215,NaN,0.076
59.806,2563,0.029244,NaN,0.075942
60.306,2550.1,0.029428,NaN,0.075886
60.806,2537.3,0.029383,NaN,0.075829
61.306,2524.4,0.028938,NaN,0.075769
61.806,2511.5,0.028912,NaN,0.075712
62.306,2498.7,0.029547,NaN,0.07566
62.806,2485.8,0.02868,NaN,0.075597
63.306,2473,0.029551,NaN,0.075542
63.806,2460.2,0.02974,NaN,0.075483
64.306,2447.3,0.030318,NaN,0.075428
64.806,2434.5,0.029954,NaN,0.075367
65.306,2421.7,0.030101,NaN,0.075309
65.806,2408.9,0.03005,NaN,0.075251
66.306,2396.1,0.0303,NaN,0.075195
66.806,2383.3,0.030925,NaN,0.075143
67.306,2370.6,0.031545,NaN,0.075091
67.806,2357.8,0.028221,NaN,0.075011
68.306,2345,0.028748,NaN,0.074956
68.806,2332.3,0.031003,NaN,0.074915
69.306,2319.5,0.030474,NaN,0.074856
69.806,2306.8,0.028622,NaN,0.074787
70.306,2294.1,0.028141,NaN,0.074725
70.806,2281.3,0.02922,NaN,0.074675
71.306,2268.6,0.03003,NaN,0.074626
71.806,2255.9,0.028176,NaN,0.074557
72.306,2243.2,0.028229,NaN,0.0745
72.806,2230.5,0.028335,NaN,0.074444
73.306,2217.8,0.028587,NaN,0.07439
73.806,2205.1,0.028389,NaN,0.074333
74.306,2192.5,0.029002,NaN,0.074282
74.806,2179.8,0.028221,NaN,0.074221
75.306,2167.1,0.02827,NaN,0.074166
75.806,2154.5,0.029286,NaN,0.074119
76.306,2141.8,0.028882,NaN,0.074062
76.806,2129.2,0.027813,NaN,0.074001
77.306,2116.6,0.027941,NaN,0.073947
77.806,2103.9,0.02773,NaN,0.073891
78.306,2091.3,0.028107,NaN,0.073839
78.806,2078.7,0.027325,NaN,0.07378
79.306,2066.1,0.02741,NaN,0.073726
79.806,2053.5,0.027781,NaN,0.073674
80.306,2040.9,0.028014,NaN,0.073623
80.806,2028.3,0.027104,NaN,0.073563
81.306,2015.7,0.02772,NaN,0.073514
81.806,2003.2,0.028006,NaN,0.073464
82.306,1990.6,0.026607,NaN,0.073401
82.806,1978.1,0.027296,NaN,0.073349
83.306,1965.5,0.027967,NaN,0.073297
83.806,1953,0.028215,NaN,0.073243
84.306,1940.4,0.02821,NaN,0.073187
84.806,1927.9,0.028167,NaN,0.073132
85.306,1915.4,0.028411,NaN,0.073079
85.806,1902.9,0.028443,NaN,0.073025
86.306,1890.4,0.028026,NaN,0.072968
86.806,1877.9,0.028174,NaN,0.072914
87.306,1865.4,0.028077,NaN,0.07286
87.806,1852.9,0.028162,NaN,0.072807
88.306,1840.4,0.027823,NaN,0.072751
88.806,1827.9,0.030294,NaN,0.072716
89.306,1815.5,0.028477,NaN,0.072653
89.806,1803,0.026603,NaN,0.072587
90.306,1790.5,0.026554,NaN,0.072532
90.806,1778.1,0.026926,NaN,0.072481
91.306,1765.7,0.026985,NaN,0.072428
91.806,1753.2,0.027148,NaN,0.072376
92.306,1740.8,0.02763,NaN,0.072326
92.806,1728.4,0.026861,NaN,0.072269
93.306,1716,0.027069,NaN,0.072218
93.806,1703.6,0.026881,NaN,0.072165
94.306,1691.2,0.026954,NaN,0.072113
94.806,1678.8,0.026735,NaN,0.07206
95.306,1666.4,0.026966,NaN,0.07201
95.806,1654,0.026556,NaN,0.071956
96.306,1641.7,0.026553,NaN,0.071904
96.806,1629.3,0.026616,NaN,0.071853
97.306,1616.9,0.026437,NaN,0.071801
97.806,1604.6,0.026342,NaN,0.071749
98.306,1592.2,0.026343,NaN,0.071699
98.806,1579.9,0.026362,NaN,0.071648
99.306,1567.6,0.026417,NaN,0.071598
99.806,1555.3,0.026127,NaN,0.071546
100.31,1542.9,0.026551,NaN,0.071499
100.81,1530.6,0.027139,NaN,0.071454
101.31,1518.3,0.025107,NaN,0.071391
101.81,1506,0.025632,NaN,0.071344
102.31,1493.7,0.025528,NaN,0.071293
102.81,1481.4,0.025738,NaN,0.071242
103.31,1469.2,0.027993,NaN,0.071205
103.81,1456.9,0.025771,NaN,0.071138
104.31,1444.6,0.027168,NaN,0.071095
104.81,1432.4,0.026572,NaN,0.07104
105.31,1420.1,0.026102,NaN,0.070985
105.81,1407.9,0.026366,NaN,0.070935
106.31,1395.6,0.026544,NaN,0.070885
106.81,1383.4,0.026755,NaN,0.070835
107.31,1371.2,0.026164,NaN,0.070781
107.81,1359,0.026313,NaN,0.070731
108.31,1346.8,0.026709,NaN,0.070683
108.81,1334.5,0.026502,NaN,0.070632
109.31,1322.3,0.02582,NaN,0.070578
109.81,1310.2,0.025908,NaN,0.070528
110.31,1298,0.025915,NaN,0.070478
110.81,1285.8,0.026184,NaN,0.07043
111.31,1273.6,0.025795,NaN,0.070378
111.81,1261.4,0.025797,NaN,0.070328
112.31,1249.3,0.026136,NaN,0.070281
112.81,1237.1,0.02643,NaN,0.070235
113.31,1225,0.025491,NaN,0.07018
113.81,1212.8,0.026427,NaN,0.070138
114.31,1200.7,0.024665,NaN,0.070078
114.81,1188.6,0.024865,NaN,0.070029
115.31,1176.5,0.02505,NaN,0.069981
115.81,1164.3,0.025058,NaN,0.069933
116.31,1152.2,0.025706,NaN,0.069889
116.81,1140.1,0.025332,NaN,0.069839
117.31,1128,0.024706,NaN,0.069786
117.81,1115.9,0.024837,NaN,0.069739
118.31,1103.9,0.0247,NaN,0.06969
118.81,1091.8,0.02484,NaN,0.069643
119.31,1079.7,0.024761,NaN,0.069595
119.81,1067.7,0.024597,NaN,0.069546
120.31,1055.6,0.024605,NaN,0.069499
120.81,1043.5,0.024595,NaN,0.069451
121.31,1031.5,0.024467,NaN,0.069404
121.81,1019.5,0.024741,NaN,0.069358
122.31,1007.4,0.025248,NaN,0.069316
122.81,995.39,0.025685,NaN,0.069273
123.31,983.37,0.024349,NaN,0.069217
123.81,971.35,0.024264,NaN,0.069166
124.31,959.34,0.025128,NaN,0.069122
124.81,947.34,0.024482,NaN,0.069069
125.31,935.34,0.025354,NaN,0.069025
125.81,923.35,0.026171,NaN,0.068983
126.31,911.36,0.025489,NaN,0.068932
126.81,899.39,0.024612,NaN,0.068878
127.31,887.41,0.024328,NaN,0.068828
127.81,875.45,0.024557,NaN,0.068781
128.31,863.49,0.024737,NaN,0.068734
128.81,851.53,0.025133,NaN,0.068689
129.31,839.59,0.025244,NaN,0.068643
129.81,827.65,0.025126,NaN,0.068595
130.31,815.71,0.024496,NaN,0.068545
130.81,803.78,0.024376,NaN,0.068497
131.31,791.86,0.024383,NaN,0.06845
131.81,779.94,0.024576,NaN,0.068404
132.31,768.03,0.024317,NaN,0.068356
132.81,756.13,0.024101,NaN,0.068308
133.31,744.23,0.024131,NaN,0.068261
133.81,732.34,0.025733,NaN,0.068226
134.31,720.45,0.02376,NaN,0.068169
134.81,708.57,0.024037,NaN,0.068124
135.31,696.7,0.023492,NaN,0.068075
135.81,684.83,0.023645,NaN,0.068029
136.31,672.97,0.023891,NaN,0.067985
136.81,661.11,0.023665,NaN,0.067938
137.31,649.26,0.023704,NaN,0.067893
137.81,637.42,0.025286,NaN,0.067858
138.31,625.58,0.022976,NaN,0.067799
138.81,613.75,0.023186,NaN,0.067755
139.31,601.92,0.023386,NaN,0.067711
139.81,590.1,0.023264,NaN,0.067665
140.31,578.29,0.024353,NaN,0.067627
140.81,566.48,0.02314,NaN,0.067576
141.31,554.67,0.022864,NaN,0.067529
141.81,542.88,0.0235,NaN,0.067488
142.31,531.09,0.022834,NaN,0.06744
142.81,519.3,0.022939,NaN,0.067396
143.31,507.52,0.023896,NaN,0.067358
143.81,495.75,0.023258,NaN,0.067311
144.31,483.98,0.022509,NaN,0.067261
144.81,472.21,0.023178,NaN,0.067218
145.31,460.46,0.023937,NaN,0.067176
145.81,448.71,0.023619,NaN,0.067128
146.31,436.96,0.023634,NaN,0.067083
146.81,425.22,0.024007,NaN,0.06704
147.31,413.49,0.023914,NaN,0.066994
147.81,401.76,0.023748,NaN,0.066948
148.31,390.04,0.023493,NaN,0.066901
148.81,378.33,0.023674,NaN,0.066858
149.31,366.62,0.023469,NaN,0.066812
149.81,354.92,0.023461,NaN,0.066767
150.31,343.22,0.023447,NaN,0.066722
150.81,331.53,0.02339,NaN,0.066677
151.31,319.84,0.023644,NaN,0.066635
151.81,308.16,0.023213,NaN,0.066588
152.31,296.49,0.024798,NaN,0.066555
152.81,284.82,0.022418,NaN,0.066497
152.81,284.77,235.64,NaN,0.066456
152.81,284.72,225.23,NaN,0.065031
152.81,284.67,215.05,NaN,0.063607
152.81,284.62,205.1,NaN,0.062183
152.82,284.56,195.37,NaN,0.060759
152.82,284.51,185.86,NaN,0.059334
152.82,284.45,176.58,NaN,0.05791
152.83,284.39,167.53,NaN,0.056486
152.83,284.33,158.7,NaN,0.055061
152.83,284.27,150.1,NaN,0.053637
152.84,284.21,141.72,NaN,0.052213
152.84,284.14,133.57,NaN,0.050789
152.84,284.07,125.64,NaN,0.049364
152.85,284,117.94,NaN,0.04794
152.85,283.93,110.46,NaN,0.046516
152.86,283.85,103.21,NaN,0.045091
152.86,283.77,96.188,NaN,0.043667
152.87,283.69,89.388,NaN,0.042243
152.87,283.61,82.814,NaN,0.040819
152.88,283.52,76.465,NaN,0.039394
152.89,283.43,70.341,NaN,0.03797
152.9,283.33,64.443,NaN,0.036546
152.9,283.23,58.77,NaN,0.035121
152.91,283.12,53.323,NaN,0.033697
152.92,283,48.101,NaN,0.032273
152.94,282.88,43.105,NaN,0.030849
152.95,282.75,38.334,NaN,0.029425
152.96,282.61,33.79,NaN,0.028001
152.98,282.45,29.469,NaN,0.026577
153,282.28,25.374,NaN,0.025152
153.02,282.1,21.504,NaN,0.023728
153.05,281.88,17.861,NaN,0.022304
153.09,281.64,14.443,NaN,0.02088
153.13,281.35,11.249,NaN,0.019456
153.19,280.98,8.2823,NaN,0.018032
153.28,280.47,5.54,NaN,0.016607
153.45,279.64,3.0255,NaN,0.015186
153.95,277.32,0.75669,NaN,0.013786
154.45,274.98,-0.84413,NaN,0.012685
154.95,272.66,0.93822,NaN,0.013891
155.39,270.59,-1.0166,NaN,0.012568
155.89,268.27,0.87713,NaN,0.013849
156.39,265.94,-0.96066,NaN,0.012598
156.75,264.28,1.0974,NaN,0.014008
157.25,261.95,-0.57292,NaN,0.012876
157.75,259.63,0.62234,NaN,0.013674
158.25,257.29,-0.68305,NaN,0.012786
158.75,254.98,0.76932,NaN,0.013773
159.25,252.64,-0.85234,NaN,0.012665
159.65,250.77,0.97223,NaN,0.013912
160.15,248.44,-0.69933,NaN,0.012769
160.65,246.12,0.77772,NaN,0.013766
161.15,243.8,-0.8467,NaN,0.012667
161.65,241.48,0.93101,NaN,0.01386
162.11,239.34,-1.0115,NaN,0.012547
162.61,237.02,0.94142,NaN,0.013865
163.02,235.13,-1.0091,NaN,0.012558
163.52,232.81,0.71449,NaN,0.013723
163.98,230.66,-0.76732,NaN,0.01273
164.48,228.34,0.71236,NaN,0.013716
164.94,226.24,-0.75907,NaN,0.012735
165.44,223.92,0.65232,NaN,0.013666
165.94,221.6,-0.71242,NaN,0.012744
166.44,219.28,0.79148,NaN,0.013756
166.94,216.95,-0.87101,NaN,0.012627
167.38,214.9,0.98007,NaN,0.01388
167.85,212.69,-0.83487,NaN,0.012663
168.35,210.37,0.81951,NaN,0.013764
168.85,208.05,-0.90092,NaN,0.012597
169.28,206.08,1.0198,NaN,0.0139
169.78,203.75,-0.81564,NaN,0.012655
170.28,201.44,0.91365,NaN,0.013822
170.72,199.39,-0.99437,NaN,0.012536
171.22,197.08,0.8438,NaN,0.013769
171.72,194.75,-0.92515,NaN,0.012573
172.18,192.59,1.0316,NaN,0.013889
172.68,190.28,-0.99028,NaN,0.012523
173.13,188.19,1.0925,NaN,0.013923
173.63,185.87,-0.98551,NaN,0.012522
174.03,183.99,1.113,NaN,0.013941
174.53,181.67,-0.79708,NaN,0.012652
175.03,179.36,0.89051,NaN,0.013786
175.46,177.37,-0.9577,NaN,0.012552
175.91,175.32,0.78367,NaN,0.013734
176.34,173.32,-0.65896,NaN,0.012777
176.84,171.01,0.49758,NaN,0.013528
177.34,168.69,-0.55328,NaN,0.012814
177.84,166.39,0.64456,NaN,0.013635
178.34,164.07,-0.73101,NaN,0.012686
178.84,161.75,0.81677,NaN,0.013724
179.34,159.43,-0.89911,NaN,0.012566
179.83,157.14,1.0032,NaN,0.013841
180.29,155.03,-1.0898,NaN,0.012426
180.74,152.94,1.0242,NaN,0.013856
181.24,150.62,-0.92865,NaN,0.012537
181.71,148.42,1.0401,NaN,0.013858
182.1,146.64,-1.0074,NaN,0.012504
182.6,144.33,0.60026,NaN,0.013575
183.1,142.01,-0.67045,NaN,0.012712
183.6,139.71,0.76463,NaN,0.013683
184.1,137.39,-0.85781,NaN,0.012578
184.55,135.31,0.97375,NaN,0.013814
184.97,133.37,-0.84947,NaN,0.012608
185.47,131.06,0.62368,NaN,0.013582
185.97,128.74,-0.70002,NaN,0.012683
186.47,126.44,0.80142,NaN,0.013698
186.97,124.12,-0.89928,NaN,0.012539
187.44,121.97,1.0142,NaN,0.013824
187.85,120.05,-0.95428,NaN,0.012518
188.35,117.75,0.69435,NaN,0.013612
188.81,115.63,-0.73447,NaN,0.012674
189.31,113.32,0.67203,NaN,0.013604
189.81,111,-0.7507,NaN,0.012641
190.31,108.7,0.83445,NaN,0.013696
190.81,106.38,-0.92317,NaN,0.012512
191.3,104.15,1.0336,NaN,0.01382
191.76,102.03,-1.0715,NaN,0.012403
192.24,99.788,1.0103,NaN,0.013802
192.63,98.037,-1.0299,NaN,0.012454
193.13,95.73,0.58864,NaN,0.013527
193.63,93.417,-0.63304,NaN,0.012719
194.05,91.446,0.72833,NaN,0.013639
194.55,89.131,-0.62576,NaN,0.012706
195.05,86.827,0.71172,NaN,0.013605
195.55,84.512,-0.79811,NaN,0.012583
196.05,82.21,0.89818,NaN,0.013716
196.55,79.901,-0.99619,NaN,0.012441
196.84,78.557,1.1889,NaN,0.013945
197.34,76.244,-0.34983,NaN,0.012887
197.84,73.938,0.39842,NaN,0.013389
198.34,71.625,-0.44799,NaN,0.012816
198.84,69.32,0.50596,NaN,0.013454
199.34,67.011,-0.53785,NaN,0.01277
199.84,64.709,0.59373,NaN,0.013517
200.3,62.583,-0.63402,NaN,0.012711
200.8,60.279,0.56655,NaN,0.013487
201.3,57.97,-0.61341,NaN,0.012706
201.8,55.669,0.68185,NaN,0.013564
202.3,53.359,-0.75168,NaN,0.012606
202.66,51.666,0.87973,NaN,0.013714
203.16,49.359,-0.50995,NaN,0.012779
203.66,47.056,0.54487,NaN,0.013462
204.16,44.745,-0.60873,NaN,0.012687
204.66,42.444,0.6882,NaN,0.013552
205.16,40.135,-0.76144,NaN,0.012582
205.66,37.836,0.8529,NaN,0.013654
206.16,35.526,-0.94992,NaN,0.012443
206.59,33.555,1.0821,NaN,0.013802
207.09,31.245,-0.88775,NaN,0.012484
207.52,29.252,1.0158,NaN,0.01376
208.02,26.943,-0.85667,NaN,0.012506
208.34,25.467,1.0277,NaN,0.013797
208.84,23.161,-0.42303,NaN,0.012807
209.34,20.859,0.46701,NaN,0.013392
209.81,18.675,-0.47538,NaN,0.012792
210.31,16.374,0.43857,NaN,0.013371
210.81,14.067,-0.4881,NaN,0.012751
211.31,11.769,0.56091,NaN,0.013454
211.81,9.4626,-0.63273,NaN,0.012649
212.31,7.1656,0.71182,NaN,0.013541
212.81,4.8581,-0.79693,NaN,0.012528
213.27,2.7568,0.91881,NaN,0.01368
213.77,0.44974,-0.87619,NaN,0.012472
214.21,-1.6014,1.0019,NaN,0.013726
