# Simulation 2 (Up to date)
# 1021 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (22.8 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
26.791,3223.2,-9.6361,2.8439,0.02706
26.841,3222.9,-9.6168,2.8334,0.028109
26.891,3222.5,-9.5891,2.7714,0.029419
26.941,3222.1,-9.5685,2.7793,0.030387
26.991,3221.7,-9.5452,2.7791,0.031409
27.041,3221.3,-9.5101,2.7183,0.032716
27.091,3220.8,-9.4727,2.6646,0.033991
27.141,3220.3,-9.4305,2.6054,0.035294
27.253,3219.2,-8.0159,NaN,0.036602
27.316,3218.5,-7.8682,NaN,0.03784
27.38,3217.7,-7.72,NaN,0.038982
27.446,3216.9,-7.5536,NaN,0.040357
27.513,3216.1,-7.3947,NaN,0.041491
27.581,3215.2,-7.2263,NaN,0.042697
27.651,3214.3,-7.042,NaN,0.04407
27.723,3213.2,-6.855,NaN,0.045388
27.797,3212.2,-6.6725,NaN,0.046547
27.873,3211,-6.4576,NaN,0.048098
27.951,3209.8,-6.2439,NaN,0.049535
28.033,3208.5,-6.0417,NaN,0.05073
28.117,3207.1,-5.8298,NaN,0.051981
28.204,3205.6,-5.6028,NaN,0.053349
28.294,3204,-5.3631,NaN,0.054801
28.389,3202.3,-5.1217,NaN,0.056197
28.488,3200.5,-4.8736,NaN,0.057601
28.592,3198.5,-4.6077,NaN,0.059141
28.701,3196.4,-4.3682,NaN,0.06032
28.817,3194.1,-4.1156,NaN,0.061582
28.94,3191.6,-3.8588,NaN,0.062832
29.072,3188.9,-3.5822,NaN,0.06423
29.213,3185.8,-3.3163,NaN,0.065466
29.367,3182.5,-3.0401,NaN,0.066752
29.534,3178.8,-2.752,NaN,0.068102
29.718,3174.6,-2.4584,NaN,0.069462
29.922,3169.9,-2.1712,NaN,0.07073
30.153,3164.4,-1.8855,NaN,0.071953
30.422,3157.9,-1.6042,NaN,0.073106
30.725,3150.6,-1.2916,NaN,0.074492
31.08,3141.7,-1.0205,NaN,0.075587
31.505,3131,-0.76253,NaN,0.076605
32.005,3118.3,-0.53852,NaN,0.077408
32.505,3105.5,-0.33803,NaN,0.078141
33.005,3092.6,-0.20747,NaN,0.078587
33.505,3079.6,-0.1218,NaN,0.078857
34.005,3066.6,-0.065078,NaN,0.079018
34.505,3053.7,-0.027856,NaN,0.079105
35.005,3040.7,-0.0071385,NaN,0.079115
35.505,3027.7,0.0079874,NaN,0.079111
36.005,3014.7,0.017342,NaN,0.079084
36.505,3001.7,0.023943,NaN,0.079049
37.005,2988.7,0.027111,NaN,0.078996
37.505,2975.8,0.030636,NaN,0.078946
38.005,2962.8,0.032164,NaN,0.078884
38.505,2949.9,0.03337,NaN,0.078823
39.005,2936.9,0.034059,NaN,0.07876
39.505,2924,0.034628,NaN,0.078697
40.005,2911.1,0.034834,NaN,0.078632
40.505,2898.1,0.034756,NaN,0.078566
41.005,2885.2,0.034761,NaN,0.078501
41.505,2872.3,0.034851,NaN,0.078437
42.005,2859.4,0.034953,NaN,0.078373
42.505,2846.6,0.034643,NaN,0.078307
43.005,2833.7,0.035041,NaN,0.078246
43.505,2820.8,0.034088,NaN,0.078176
44.005,2808,0.034112,NaN,0.078112
44.505,2795.1,0.03456,NaN,0.078052
45.005,2782.3,0.034287,NaN,0.077987
45.505,2769.4,0.033927,NaN,0.077922
46.005,2756.6,0.033571,NaN,0.077856
46.505,2743.8,0.033877,NaN,0.077795
47.005,2731,0.034328,NaN,0.077737
47.505,2718.2,0.033086,NaN,0.077666
48.005,2705.4,0.033184,NaN,0.077604
48.505,2692.6,0.03315,NaN,0.077542
49.005,2679.9,0.033132,NaN,0.07748
49.505,2667.1,0.033071,NaN,0.077418
50.005,2654.4,0.033624,NaN,0.077361
50.505,2641.6,0.032932,NaN,0.077295
51.005,2628.9,0.032584,NaN,0.077232
51.505,2616.1,0.032511,NaN,0.07717
52.005,2603.4,0.032596,NaN,0.07711
52.505,2590.7,0.032927,NaN,0.077052
53.005,2578,0.032115,NaN,0.076987
53.505,2565.3,0.032261,NaN,0.076927
54.005,2552.6,0.032823,NaN,0.076872
54.505,2539.9,0.032176,NaN,0.076808
55.005,2527.3,0.031549,NaN,0.076744
55.505,2514.6,0.03199,NaN,0.076688
56.005,2501.9,0.031661,NaN,0.076626
56.505,2489.3,0.031503,NaN,0.076566
57.005,2476.6,0.032068,NaN,0.076506
57.505,2464,0.032996,NaN,0.07645
58.005,2451.4,0.032822,NaN,0.076386
58.505,2438.8,0.032795,NaN,0.076324
59.005,2426.2,0.03296,NaN,0.076263
59.505,2413.6,0.032932,NaN,0.076202
60.005,2401,0.033541,NaN,0.076146
60.505,2388.4,0.032559,NaN,0.076078
61.005,2375.8,0.032631,NaN,0.076018
61.505,2363.2,0.032854,NaN,0.075959
62.005,2350.7,0.032442,NaN,0.075897
62.505,2338.1,0.032306,NaN,0.075836
63.005,2325.6,0.032269,NaN,0.075776
63.505,2313,0.032672,NaN,0.075719
64.005,2300.5,0.03227,NaN,0.075658
64.505,2288,0.031813,NaN,0.075595
65.005,2275.5,0.031959,NaN,0.075537
65.505,2263,0.031722,NaN,0.075477
66.005,2250.5,0.031653,NaN,0.075417
66.505,2238,0.032066,NaN,0.075362
67.005,2225.5,0.031476,NaN,0.0753
67.505,2213,0.031945,NaN,0.075245
68.005,2200.6,0.031969,NaN,0.075189
68.505,2188.1,0.030732,NaN,0.075122
69.005,2175.7,0.030697,NaN,0.075064
69.505,2163.2,0.031097,NaN,0.075009
70.005,2150.8,0.030682,NaN,0.074949
70.505,2138.4,0.032234,NaN,0.074903
71.005,2126,0.030219,NaN,0.074833
71.505,2113.6,0.030322,NaN,0.074776
72.005,2101.2,0.030498,NaN,0.07472
72.505,2088.8,0.030242,NaN,0.074662
73.005,2076.4,0.030218,NaN,0.074605
73.505,2064,0.03019,NaN,0.074549
74.005,2051.6,0.030144,NaN,0.074492
74.505,2039.3,0.030078,NaN,0.074436
75.005,2026.9,0.030007,NaN,0.07438
75.505,2014.6,0.030093,NaN,0.074325
76.005,2002.2,0.029819,NaN,0.074268
76.505,1989.9,0.029707,NaN,0.074212
77.005,1977.5,0.030543,NaN,0.074159
77.505,1965.2,0.031252,NaN,0.074105
78.005,1952.9,0.031208,NaN,0.074047
78.505,1940.6,0.030702,NaN,0.073985
79.005,1928.3,0.030738,NaN,0.073928
79.505,1916,0.030837,NaN,0.073871
80.005,1903.8,0.030813,NaN,0.073814
80.505,1891.5,0.030787,NaN,0.073757
81.005,1879.2,0.031582,NaN,0.073706
81.505,1867,0.031931,NaN,0.073653
82.005,1854.7,0.03142,NaN,0.073595
82.505,1842.5,0.029437,NaN,0.073526
83.005,1830.2,0.030842,NaN,0.073479
83.505,1818,0.029576,NaN,0.073414
84.005,1805.8,0.029895,NaN,0.07336
84.505,1793.6,0.029673,NaN,0.073303
85.005,1781.4,0.029783,NaN,0.073248
85.505,1769.2,0.030378,NaN,0.073197
86.005,1757,0.029531,NaN,0.073136
86.505,1744.8,0.029749,NaN,0.073083
87.005,1732.6,0.029583,NaN,0.073027
87.505,1720.5,0.029504,NaN,0.072972
88.005,1708.3,0.029665,NaN,0.072919
88.505,1696.2,0.02949,NaN,0.072864
89.005,1684,0.029163,NaN,0.072807
89.505,1671.9,0.029322,NaN,0.072755
90.005,1659.7,0.029031,NaN,0.072699
90.505,1647.6,0.030306,NaN,0.072655
91.005,1635.5,0.028405,NaN,0.072589
91.505,1623.4,0.028849,NaN,0.072539
92.005,1611.3,0.028502,NaN,0.072483
92.505,1599.2,0.029265,NaN,0.072435
93.005,1587.1,0.028304,NaN,0.072376
93.505,1575,0.028299,NaN,0.072323
94.005,1563,0.028376,NaN,0.072271
94.505,1550.9,0.02875,NaN,0.072221
95.005,1538.8,0.028077,NaN,0.072165
95.505,1526.8,0.028442,NaN,0.072115
96.005,1514.7,0.028147,NaN,0.072061
96.505,1502.7,0.027855,NaN,0.072007
97.005,1490.7,0.028598,NaN,0.071961
97.505,1478.7,0.028098,NaN,0.071903
98.005,1466.6,0.029475,NaN,0.071857
98.505,1454.6,0.028774,NaN,0.071797
99.005,1442.6,0.028773,NaN,0.071743
99.505,1430.6,0.029911,NaN,0.071697
100,1418.7,0.028822,NaN,0.071636
100.5,1406.7,0.032146,NaN,0.071607
101,1394.7,0.028869,NaN,0.071534
101.5,1382.7,0.02735,NaN,0.07147
102,1370.8,0.02805,NaN,0.07142
102.5,1358.8,0.028375,NaN,0.071369
103,1346.9,0.030299,NaN,0.07133
103.5,1335,0.028398,NaN,0.071266
104,1323,0.027601,NaN,0.071208
104.5,1311.1,0.028819,NaN,0.071163
105,1299.2,0.027971,NaN,0.071106
105.5,1287.3,0.028337,NaN,0.071056
106,1275.4,0.028789,NaN,0.071008
106.5,1263.5,0.027522,NaN,0.070949
107,1251.6,0.027919,NaN,0.070899
107.5,1239.7,0.028012,NaN,0.070849
108,1227.9,0.027344,NaN,0.070793
108.5,1216,0.02747,NaN,0.070742
109,1204.1,0.027519,NaN,0.070691
109.5,1192.3,0.027694,NaN,0.070642
110,1180.4,0.027579,NaN,0.070591
110.5,1168.6,0.027666,NaN,0.070541
111,1156.8,0.027173,NaN,0.070488
111.5,1144.9,0.027519,NaN,0.07044
112,1133.1,0.027106,NaN,0.070387
112.5,1121.3,0.027068,NaN,0.070337
113,1109.5,0.026967,NaN,0.070287
113.5,1097.7,0.027249,NaN,0.070239
114,1085.9,0.02693,NaN,0.070188
114.5,1074.1,0.027307,NaN,0.070141
115,1062.4,0.026417,NaN,0.070086
115.5,1050.6,0.027289,NaN,0.070043
116,1038.8,0.026908,NaN,0.069992
116.5,1027.1,0.026,NaN,0.069938
117,1015.3,0.026148,NaN,0.069889
117.5,1003.6,0.026276,NaN,0.069841
118,991.84,0.026203,NaN,0.069792
118.5,980.11,0.026943,NaN,0.069746
119,968.38,0.026991,NaN,0.069694
119.5,956.67,0.027235,NaN,0.069644
120,944.96,0.027371,NaN,0.069594
120.5,933.25,0.027505,NaN,0.069545
121,921.56,0.027374,NaN,0.069494
121.5,909.87,0.028737,NaN,0.069453
122,898.19,0.026727,NaN,0.069391
122.5,886.51,0.026944,NaN,0.069342
123,874.84,0.028091,NaN,0.069301
123.5,863.18,0.028161,NaN,0.069253
124,851.53,0.026402,NaN,0.069193
124.5,839.88,0.026239,NaN,0.069142
125,828.24,0.026608,NaN,0.069095
125.5,816.6,0.028728,NaN,0.069061
126,804.97,0.027681,NaN,0.069008
126.5,793.35,0.025617,NaN,0.068946
127,781.74,0.025526,NaN,0.068895
127.5,770.13,0.025825,NaN,0.068848
128,758.53,0.026584,NaN,0.068804
128.5,746.93,0.026045,NaN,0.068753
129,735.34,0.028674,NaN,0.068723
129.5,723.76,0.024954,NaN,0.068653
130,712.19,0.025308,NaN,0.068606
130.5,700.62,0.025565,NaN,0.068559
131,689.06,0.027503,NaN,0.068524
131.5,677.5,0.025425,NaN,0.068465
132,665.95,0.026197,NaN,0.068422
132.5,654.41,0.024924,NaN,0.068367
133,642.87,0.025921,NaN,0.068326
133.5,631.34,0.025251,NaN,0.068275
134,619.82,0.025106,NaN,0.068227
134.5,608.3,0.02528,NaN,0.068181
135,596.79,0.025238,NaN,0.068134
135.5,585.28,0.025266,NaN,0.068087
136,573.79,0.025261,NaN,0.068041
136.5,562.29,0.025279,NaN,0.067995
137,550.81,0.02504,NaN,0.067948
137.5,539.33,0.025033,NaN,0.067902
138,527.85,0.025019,NaN,0.067856
138.5,516.39,0.024963,NaN,0.06781
139,504.93,0.026013,NaN,0.067772
139.5,493.47,0.024303,NaN,0.067717
140,482.02,0.02499,NaN,0.067673
140.5,470.58,0.025314,NaN,0.067626
141,459.14,0.025625,NaN,0.06758
141.5,447.72,0.025715,NaN,0.067532
142,436.29,0.026376,NaN,0.06749
142.5,424.88,0.02549,NaN,0.067437
143,413.47,0.026625,NaN,0.067398
143.5,402.06,0.026756,NaN,0.067353
144,390.67,0.024861,NaN,0.067295
144.5,379.28,0.025033,NaN,0.067249
145,367.89,0.025233,NaN,0.067203
145.5,356.51,0.025601,NaN,0.067159
146,345.14,0.025528,NaN,0.067113
146.5,333.78,0.024974,NaN,0.067063
147,322.42,0.026007,NaN,0.067024
147.5,311.07,0.025837,NaN,0.066978
148,299.72,0.02451,NaN,0.066925
148.5,288.38,0.024539,NaN,0.066879
148.51,288.33,235.69,NaN,0.066834
148.51,288.28,224.98,NaN,0.06536
148.51,288.23,214.51,NaN,0.063886
148.51,288.18,204.28,NaN,0.062412
148.52,288.13,194.29,NaN,0.060938
148.52,288.08,184.54,NaN,0.059465
148.52,288.02,175.03,NaN,0.057991
148.53,287.96,165.75,NaN,0.056517
148.53,287.91,156.72,NaN,0.055043
148.53,287.85,147.92,NaN,0.053569
148.54,287.78,139.36,NaN,0.052095
148.54,287.72,131.04,NaN,0.050621
148.54,287.65,122.96,NaN,0.049147
148.55,287.58,115.12,NaN,0.047674
148.55,287.51,107.52,NaN,0.0462
148.56,287.44,100.15,NaN,0.044726
148.56,287.36,93.028,NaN,0.043252
148.57,287.28,86.141,NaN,0.041778
148.57,287.19,79.492,NaN,0.040304
148.58,287.1,73.083,NaN,0.038831
148.59,287.01,66.912,NaN,0.037357
148.6,286.91,60.98,NaN,0.035883
148.61,286.81,55.287,NaN,0.03441
148.62,286.7,49.832,NaN,0.032936
148.63,286.58,44.616,NaN,0.031462
148.64,286.46,39.638,NaN,0.029988
148.65,286.32,34.899,NaN,0.028514
148.67,286.18,30.399,NaN,0.027041
148.69,286.02,26.138,NaN,0.025567
148.71,285.84,22.116,NaN,0.024094
148.74,285.63,18.333,NaN,0.022621
148.77,285.4,14.789,NaN,0.021148
148.82,285.12,11.481,NaN,0.019672
148.88,284.77,8.413,NaN,0.018198
148.97,284.28,5.5841,NaN,0.016725
149.13,283.46,2.9945,NaN,0.015251
149.63,281.21,0.64483,NaN,0.013779
150.13,278.94,-0.7378,NaN,0.012836
150.63,276.68,0.85861,NaN,0.013915
151.09,274.61,-0.97641,NaN,0.012668
151.59,272.36,0.94925,NaN,0.013971
152.01,270.49,-1.0777,NaN,0.012594
152.51,268.24,0.83826,NaN,0.013898
152.95,266.23,-0.9502,NaN,0.012685
153.45,263.98,0.86094,NaN,0.01391
153.92,261.88,-0.98872,NaN,0.012647
154.36,259.87,1.0105,NaN,0.014007
154.8,257.9,-0.90991,NaN,0.012712
155.22,256.01,0.8204,NaN,0.013896
155.72,253.75,-0.6843,NaN,0.012859
156.16,251.73,0.81783,NaN,0.013885
156.6,249.77,-0.74664,NaN,0.012832
157.1,247.52,0.61474,NaN,0.013731
157.6,245.26,-0.7012,NaN,0.012839
158.1,243.01,0.82128,NaN,0.013868
158.6,240.74,-0.95593,NaN,0.012648
159.04,238.74,1.1244,NaN,0.014056
159.48,236.76,-1.0191,NaN,0.012609
159.98,234.51,0.90654,NaN,0.013912
160.36,232.81,-1.0085,NaN,0.012632
160.86,230.56,0.61545,NaN,0.013726
161.36,228.3,-0.72504,NaN,0.012803
161.83,226.2,0.87105,NaN,0.013893
162.33,223.94,-0.89091,NaN,0.012686
162.77,221.96,1.0502,NaN,0.013999
163.26,219.75,-0.95058,NaN,0.012641
163.69,217.79,1.0723,NaN,0.01401
164.15,215.71,-0.92915,NaN,0.01266
164.65,213.47,0.92083,NaN,0.013906
165.12,211.36,-1.0691,NaN,0.012544
165.57,209.34,1.0994,NaN,0.014016
166.02,207.29,-1.0341,NaN,0.012572
166.52,205.05,0.99443,NaN,0.013944
166.95,203.13,-1.1453,NaN,0.012485
167.42,201,0.98745,NaN,0.01394
167.85,199.1,-1.0162,NaN,0.012587
168.26,197.22,0.86137,NaN,0.013872
168.76,194.97,-0.70123,NaN,0.012811
169.26,192.72,0.80386,NaN,0.013812
169.72,190.68,-0.91541,NaN,0.012653
170.21,188.45,0.88318,NaN,0.013865
170.67,186.4,-1.0072,NaN,0.012577
171.02,184.81,1.0254,NaN,0.013976
171.52,182.56,-0.58589,NaN,0.012866
172.02,180.31,0.69347,NaN,0.013729
172.52,178.05,-0.80291,NaN,0.012713
172.97,176.04,0.95821,NaN,0.013906
173.43,173.95,-0.90138,NaN,0.01265
173.84,172.12,0.92289,NaN,0.01389
174.34,169.86,-0.73926,NaN,0.012751
174.76,167.95,0.89694,NaN,0.013867
175.2,165.96,-0.74577,NaN,0.012768
175.7,163.71,0.66332,NaN,0.013702
176.2,161.46,-0.78194,NaN,0.012712
176.67,159.34,0.93571,NaN,0.013875
177.17,157.08,-0.98963,NaN,0.012561
177.6,155.16,1.1723,NaN,0.014016
178.08,152.98,-1.0036,NaN,0.01255
178.46,151.28,1.1319,NaN,0.014001
178.96,149.02,-0.7373,NaN,0.012746
179.46,146.78,0.85891,NaN,0.013811
179.96,144.54,-1.0038,NaN,0.012541
180.37,142.7,1.1828,NaN,0.014016
180.87,140.44,-0.92975,NaN,0.012592
181.29,138.51,1.1084,NaN,0.013966
181.79,136.26,-0.96763,NaN,0.012561
182.23,134.31,1.1495,NaN,0.013985
182.58,132.77,-0.95341,NaN,0.012613
183.08,130.52,0.41552,NaN,0.013506
183.58,128.27,-0.47592,NaN,0.012908
184.08,126.03,0.55347,NaN,0.013592
184.58,123.78,-0.6398,NaN,0.012788
185.08,121.54,0.75332,NaN,0.01372
185.43,119.99,-0.80644,NaN,0.012716
185.93,117.74,0.34517,NaN,0.013451
186.43,115.49,-0.40855,NaN,0.012937
186.93,113.25,0.48605,NaN,0.013538
187.43,111,-0.5598,NaN,0.012836
187.93,108.77,0.65614,NaN,0.013646
188.43,106.52,-0.76606,NaN,0.012683
188.93,104.28,0.90953,NaN,0.013807
189.39,102.19,-1.0618,NaN,0.012469
189.85,100.15,1.1009,NaN,0.013926
190.31,98.069,-1.0758,NaN,0.012456
190.75,96.103,1.1096,NaN,0.01393
191.14,94.353,-0.9771,NaN,0.012549
191.64,92.12,0.6763,NaN,0.013661
192.14,89.871,-0.81042,NaN,0.012641
192.64,87.641,0.96183,NaN,0.013827
193.08,85.677,-1.1238,NaN,0.012414
193.56,83.53,1.0254,NaN,0.013865
194.01,81.551,-1.1173,NaN,0.012415
194.33,80.065,1.0884,NaN,0.013934
194.83,77.819,-0.5328,NaN,0.012826
195.33,75.586,0.6386,NaN,0.013613
195.83,73.339,-0.75022,NaN,0.012673
196.33,71.109,0.88997,NaN,0.013768
196.81,68.977,-1.0438,NaN,0.012458
197.24,67.063,1.1321,NaN,0.013921
197.71,64.943,-0.97354,NaN,0.012511
198.19,62.783,1.0323,NaN,0.013851
198.54,61.282,-1.087,NaN,0.01246
199.04,59.047,0.45656,NaN,0.013478
199.54,56.807,-0.50968,NaN,0.012845
200.04,54.574,0.57736,NaN,0.013552
200.54,52.329,-0.67722,NaN,0.012706
201.04,50.101,0.8065,NaN,0.013696
201.51,47.996,-0.93319,NaN,0.012531
201.98,45.868,0.97953,NaN,0.013808
202.45,43.79,-1.0601,NaN,0.012429
202.89,41.827,1.0974,NaN,0.013879
203.38,39.629,-1.0104,NaN,0.012461
203.8,37.709,1.1625,NaN,0.013914
204.29,35.526,-1.0181,NaN,0.012452
204.66,33.842,1.1751,NaN,0.01393
205.16,31.599,-0.77244,NaN,0.012626
205.66,29.374,0.91947,NaN,0.013753
206.11,27.39,-1.0752,NaN,0.012409
206.59,25.254,1.0123,NaN,0.01381
207.01,23.399,-1.0917,NaN,0.0124
207.51,21.175,0.87953,NaN,0.01372
207.95,19.176,-1.0242,NaN,0.012443
208.43,17.033,0.97773,NaN,0.013783
208.88,15.03,-1.0747,NaN,0.0124
209.2,13.611,1.0939,NaN,0.01389
209.7,11.373,-0.47796,NaN,0.012817
210.2,9.1452,0.56579,NaN,0.013509
210.7,6.9045,-0.67006,NaN,0.012675
211.18,4.7482,0.82255,NaN,0.013682
211.66,2.6051,-0.92014,NaN,0.012506
212.15,0.42012,1.0044,NaN,0.013784
212.54,-1.3031,-1.1272,NaN,0.012362
